pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
24,Quebec,Québec,2020-04-26,24107,0,1515.0,24107,195577.0,5342.0,22.16,23050.0,840,3.61,284.11,17.86,69.0,6.28,4812.0,285.0,71.56,17250.0,203.3,11261.0,132.72,1187.0,13.99,5750.0,67.77,638.0,7.52,821.0,9.68,91.0,1.07
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-26,258,0,3.0,258,7440.0,219.0,84.88,14265.0,1,0.39,49.47,0.58,0.0,1.16,108.0,11.0,13.95,36.0,6.9,16.0,3.07,0.0,0.0,1.0,0.19,0.0,0.0,0.0,0.03,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-04-26,118,0,0.0,118,12525.0,111.0,94.07,16123.0,0,0.0,15.19,0.0,0.0,0.0,246.0,4.0,5.93,7.0,0.9,4.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-04-26,873,0,24.0,873,26871.0,439.0,50.29,27662.0,8,0.92,89.87,2.47,2.0,2.75,551.0,27.0,46.96,410.0,42.21,428.0,44.06,22.0,2.26,198.0,20.38,15.0,1.54,28.0,2.91,2.0,0.22
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-26,26,0,0.0,26,2688.0,24.0,92.31,17127.0,0,0.0,16.57,0.0,0.0,0.0,124.0,0.0,7.69,2.0,1.27,1.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,2020-04-26,11,0,0.0,11,908.0,8.0,72.73,22225.0,0,0.0,26.93,0.0,0.0,0.0,14.0,0.0,27.27,3.0,7.34,3.0,7.34,0.0,0.0,2.0,4.9,0.0,0.0,0.0,0.7,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-26,5,0,0.0,5,1575.0,5.0,100.0,35136.0,0,0.0,11.15,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-04-26,0,0,0.0,0,368.0,0.0,,9489.0,0,0.0,0.0,0.0,0.0,,7.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-26,13,0,,13,76.0,,,,0,0.0,,,,,0.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1,Canada,Canada,2020-04-26,46884,11,2560.0,46895,707508.0,17321.0,36.94,18822.0,1541,3.4,124.76,6.81,95.0,5.46,23237.0,896.0,57.61,27014.0,71.87,22512.0,59.89,1843.0,4.9,12109.0,32.21,980.0,2.61,1730.0,4.6,140.0,0.37
59,British Columbia,Colombie-Britannique,2020-04-27,1998,0,103.0,1998,67289.0,1190.0,59.56,13268.0,50,2.57,39.4,2.03,3.0,5.16,2589.0,53.0,35.29,705.0,13.9,508.0,10.02,34.0,0.67,299.0,5.9,17.0,0.34,43.0,0.84,2.0,0.05
48,Alberta,Alberta,2020-04-27,4696,0,75.0,4696,128860.0,1664.0,35.43,29479.0,216,4.82,107.43,1.72,2.0,1.6,3550.0,115.0,62.97,2957.0,67.65,2964.0,67.81,29.0,0.66,1788.0,40.9,16.0,0.37,255.0,5.84,2.0,0.05
47,Saskatchewan,Saskatchewan,2020-04-27,365,0,5.0,365,26642.0,288.0,78.9,22684.0,12,3.4,31.08,0.43,1.0,1.37,945.0,0.0,19.73,72.0,6.13,65.0,5.53,1.0,0.09,49.0,4.17,1.0,0.09,7.0,0.6,0.0,0.01
46,Manitoba,Manitoba,2020-04-27,261,11,6.0,272,23149.0,205.0,75.37,16904.0,1,0.37,19.86,0.44,0.0,2.21,1429.0,6.0,22.43,61.0,4.45,26.0,1.9,2.0,0.15,18.0,1.31,0.0,0.0,3.0,0.19,0.0,0.0
35,Ontario,Ontario,2020-04-27,14856,0,892.0,14856,234268.0,8525.0,57.38,16083.0,424,2.94,101.99,6.12,57.0,6.0,12139.0,525.0,36.61,5439.0,37.34,7386.0,50.71,601.0,4.13,3672.0,25.21,308.0,2.11,525.0,3.6,44.0,0.3
24,Quebec,Québec,2020-04-27,24982,0,1599.0,24982,200172.0,5517.0,22.08,23591.0,875,3.63,294.43,18.85,84.0,6.4,4595.0,175.0,71.52,17866.0,210.56,11425.0,134.65,1239.0,14.6,5663.0,66.74,660.0,7.78,809.0,9.53,94.0,1.11
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-27,258,0,3.0,258,7641.0,221.0,85.66,14651.0,0,0.0,49.47,0.58,0.0,1.16,201.0,2.0,13.18,34.0,6.52,14.0,2.68,0.0,0.0,1.0,0.19,0.0,0.0,0.0,0.03,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-04-27,118,0,0.0,118,12648.0,112.0,94.92,16282.0,0,0.0,15.19,0.0,0.0,0.0,123.0,1.0,5.08,6.0,0.77,2.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-04-27,900,0,24.0,900,27437.0,509.0,56.56,28245.0,27,3.09,92.65,2.47,0.0,2.67,566.0,70.0,40.78,367.0,37.78,426.0,43.85,21.0,2.16,179.0,18.43,15.0,1.54,26.0,2.63,2.0,0.22
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-27,26,0,0.0,26,2726.0,24.0,92.31,17369.0,0,0.0,16.57,0.0,0.0,0.0,38.0,0.0,7.69,2.0,1.27,1.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,2020-04-27,11,0,0.0,11,919.0,8.0,72.73,22495.0,0,0.0,26.93,0.0,0.0,0.0,11.0,0.0,27.27,3.0,7.34,3.0,7.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-27,5,0,0.0,5,1585.0,5.0,100.0,35359.0,0,0.0,11.15,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-04-27,0,0,0.0,0,369.0,0.0,,9515.0,0,0.0,0.0,0.0,0.0,,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-27,13,0,,13,76.0,,,,0,0.0,,,,,0.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1,Canada,Canada,2020-04-27,48489,11,2707.0,48500,733705.0,18268.0,37.67,19519.0,1605,3.42,129.03,7.2,147.0,5.58,26197.0,947.0,56.75,27525.0,73.23,22820.0,60.71,1927.0,5.13,11669.0,31.04,1017.0,2.71,1667.0,4.43,145.0,0.39
59,British Columbia,Colombie-Britannique,2020-04-28,2053,0,105.0,2053,68935.0,1231.0,59.96,13593.0,55,2.75,40.48,2.07,2.0,5.11,1646.0,41.0,34.92,717.0,14.14,536.0,10.57,33.0,0.65,329.0,6.49,18.0,0.35,47.0,0.93,3.0,0.05
48,Alberta,Alberta,2020-04-28,4850,0,80.0,4850,131772.0,1800.0,37.11,30145.0,154,3.28,110.95,1.83,5.0,1.65,2912.0,136.0,61.24,2970.0,67.94,2980.0,68.17,32.0,0.73,1755.0,40.15,19.0,0.43,251.0,5.74,3.0,0.06
47,Saskatchewan,Saskatchewan,2020-04-28,366,0,5.0,366,26915.0,291.0,79.51,22917.0,1,0.27,31.16,0.43,0.0,1.37,273.0,3.0,19.13,70.0,5.96,65.0,5.53,1.0,0.09,46.0,3.92,1.0,0.09,7.0,0.56,0.0,0.01
46,Manitoba,Manitoba,2020-04-28,261,11,6.0,272,23379.0,209.0,76.84,17072.0,0,0.0,19.86,0.44,0.0,2.21,230.0,4.0,20.96,57.0,4.16,26.0,1.9,2.0,0.15,17.0,1.24,0.0,0.0,2.0,0.18,0.0,0.0
35,Ontario,Ontario,2020-04-28,15381,0,951.0,15381,244766.0,8964.0,58.28,16803.0,525,3.53,105.59,6.53,59.0,6.18,10498.0,439.0,35.54,5466.0,37.52,7428.0,50.99,617.0,4.24,3646.0,25.03,329.0,2.26,521.0,3.58,47.0,0.32
24,Quebec,Québec,2020-04-28,25757,0,1682.0,25757,204472.0,5841.0,22.68,24098.0,775,3.1,303.56,19.82,83.0,6.53,4300.0,324.0,70.79,18234.0,214.9,11509.0,135.64,1247.0,14.7,5631.0,66.36,641.0,7.55,804.0,9.48,92.0,1.08
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-28,258,0,3.0,258,7905.0,222.0,86.05,15157.0,0,0.0,49.47,0.58,0.0,1.16,264.0,1.0,12.79,33.0,6.33,14.0,2.68,0.0,0.0,1.0,0.19,0.0,0.0,0.0,0.03,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-04-28,118,0,0.0,118,12907.0,114.0,96.61,16615.0,0,0.0,15.19,0.0,0.0,0.0,259.0,2.0,3.39,4.0,0.51,2.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-04-28,915,0,27.0,915,28108.0,522.0,57.05,28936.0,15,1.67,94.19,2.78,3.0,2.95,671.0,13.0,40.0,366.0,37.68,398.0,40.97,24.0,2.47,178.0,18.32,17.0,1.75,25.0,2.62,2.0,0.25
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-28,27,0,0.0,27,2726.0,24.0,88.89,17369.0,1,3.85,17.2,0.0,0.0,0.0,0.0,0.0,11.11,3.0,1.91,2.0,1.27,0.0,0.0,1.0,0.64,0.0,0.0,0.0,0.09,0.0,0.0
60,Yukon,Yukon,2020-04-28,11,0,0.0,11,953.0,8.0,72.73,23327.0,0,0.0,26.93,0.0,0.0,0.0,34.0,0.0,27.27,3.0,7.34,3.0,7.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-28,5,0,0.0,5,1585.0,5.0,100.0,35359.0,0,0.0,11.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-04-28,0,0,0.0,0,377.0,0.0,,9722.0,0,0.0,0.0,0.0,0.0,,8.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-28,13,0,,13,76.0,,,,0,0.0,,,,,0.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1,Canada,Canada,2020-04-28,50015,11,2859.0,50026,754800.0,19231.0,38.44,20080.0,1526,3.15,133.09,7.61,152.0,5.72,21095.0,963.0,55.84,27936.0,74.32,22963.0,61.09,1956.0,5.2,11604.0,30.87,1025.0,2.73,1658.0,4.41,146.0,0.39
59,British Columbia,Colombie-Britannique,2020-04-29,2087,0,109.0,2087,71210.0,1305.0,62.53,14042.0,34,1.66,41.15,2.15,4.0,5.22,2275.0,74.0,32.25,673.0,13.27,526.0,10.37,34.0,0.67,292.0,5.76,19.0,0.37,42.0,0.82,3.0,0.05
48,Alberta,Alberta,2020-04-29,5165,0,87.0,5165,136511.0,1953.0,37.81,31229.0,315,6.49,118.16,1.99,7.0,1.68,4739.0,153.0,60.5,3125.0,71.49,3169.0,72.5,39.0,0.89,1764.0,40.35,21.0,0.48,252.0,5.76,3.0,0.07
47,Saskatchewan,Saskatchewan,2020-04-29,383,0,6.0,383,27328.0,291.0,75.98,23269.0,17,4.64,32.61,0.51,1.0,1.57,413.0,0.0,22.45,86.0,7.32,79.0,6.73,2.0,0.17,57.0,4.85,2.0,0.17,8.0,0.69,0.0,0.02
46,Manitoba,Manitoba,2020-04-29,263,10,6.0,273,23817.0,213.0,78.02,17391.0,1,0.37,19.93,0.44,0.0,2.2,438.0,4.0,19.78,54.0,3.94,27.0,1.97,1.0,0.07,16.0,1.17,0.0,0.0,2.0,0.17,0.0,0.0
35,Ontario,Ontario,2020-04-29,15728,0,996.0,15728,255942.0,9612.0,61.11,17571.0,347,2.26,107.97,6.84,45.0,6.33,11176.0,648.0,32.55,5120.0,35.15,7281.0,49.98,611.0,4.19,3483.0,23.91,337.0,2.31,498.0,3.42,48.0,0.33
24,Quebec,Québec,2020-04-29,26594,0,1761.0,26594,208979.0,6048.0,22.74,24629.0,837,3.25,313.42,20.75,79.0,6.62,4507.0,207.0,70.64,18785.0,221.39,11734.0,138.29,1274.0,15.01,5629.0,66.34,627.0,7.39,804.0,9.48,90.0,1.06
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-29,258,0,3.0,258,8191.0,225.0,87.21,15705.0,0,0.0,49.47,0.58,0.0,1.16,286.0,3.0,11.63,30.0,5.75,11.0,2.11,0.0,0.0,2.0,0.38,0.0,0.0,0.0,0.05,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-04-29,118,0,0.0,118,13121.0,114.0,96.61,16891.0,0,0.0,15.19,0.0,0.0,0.0,214.0,0.0,3.39,4.0,0.51,1.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-04-29,935,0,28.0,935,28731.0,529.0,56.58,29577.0,20,2.19,96.25,2.88,1.0,2.99,623.0,7.0,40.43,378.0,38.91,386.0,39.74,25.0,2.57,163.0,16.78,16.0,1.65,23.0,2.4,2.0,0.24
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-29,27,0,0.0,27,2810.0,24.0,88.89,17904.0,0,0.0,17.2,0.0,0.0,0.0,84.0,0.0,11.11,3.0,1.91,1.0,0.64,0.0,0.0,1.0,0.64,0.0,0.0,0.0,0.09,0.0,0.0
60,Yukon,Yukon,2020-04-29,11,0,0.0,11,973.0,8.0,72.73,23817.0,0,0.0,26.93,0.0,0.0,0.0,20.0,0.0,27.27,3.0,7.34,3.0,7.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-29,5,0,0.0,5,1608.0,5.0,100.0,35872.0,0,0.0,11.15,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-04-29,0,0,0.0,0,392.0,0.0,,10108.0,0,0.0,0.0,0.0,0.0,,15.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-29,13,0,,13,76.0,,,,0,0.0,,,,,0.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1,Canada,Canada,2020-04-29,51587,10,2996.0,51597,779613.0,20327.0,39.4,20740.0,1571,3.14,137.27,7.97,137.0,5.81,24813.0,1096.0,54.8,28274.0,75.22,23216.0,61.76,1986.0,5.28,11407.0,30.35,1022.0,2.72,1630.0,4.34,146.0,0.39
59,British Columbia,Colombie-Britannique,2020-04-30,2112,0,111.0,2112,73479.0,1322.0,62.59,14489.0,25,1.2,41.65,2.19,2.0,5.26,2269.0,17.0,32.15,679.0,13.39,551.0,10.86,36.0,0.71,288.0,5.68,17.0,0.34,41.0,0.81,2.0,0.05
48,Alberta,Alberta,2020-04-30,5355,0,89.0,5355,141060.0,2161.0,40.35,32269.0,190,3.68,122.5,2.04,2.0,1.66,4549.0,208.0,57.98,3105.0,71.03,3197.0,73.14,39.0,0.89,1635.0,37.4,22.0,0.5,234.0,5.34,3.0,0.07
47,Saskatchewan,Saskatchewan,2020-04-30,389,0,6.0,389,27786.0,295.0,75.84,23658.0,6,1.57,33.12,0.51,0.0,1.54,458.0,4.0,22.62,88.0,7.49,84.0,7.15,2.0,0.17,58.0,4.94,2.0,0.17,8.0,0.71,0.0,0.02
46,Manitoba,Manitoba,2020-04-30,264,11,6.0,275,24304.0,220.0,80.0,17747.0,2,0.73,20.08,0.44,0.0,2.18,487.0,7.0,17.82,49.0,3.58,25.0,1.83,1.0,0.07,13.0,0.95,0.0,0.0,2.0,0.14,0.0,0.0
35,Ontario,Ontario,2020-04-30,16187,0,1082.0,16187,268447.0,10205.0,63.04,18429.0,459,2.92,111.12,7.43,86.0,6.68,12505.0,593.0,30.27,4900.0,33.64,7226.0,49.61,659.0,4.52,3308.0,22.71,369.0,2.53,473.0,3.24,53.0,0.36
24,Quebec,Québec,2020-04-30,27538,0,1859.0,27538,214047.0,6299.0,22.87,25227.0,944,3.55,324.55,21.91,98.0,6.75,5068.0,251.0,70.38,19380.0,228.4,11681.0,137.67,1229.0,14.48,5700.0,67.18,616.0,7.26,814.0,9.6,88.0,1.04
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-30,258,0,3.0,258,8376.0,225.0,87.21,16060.0,0,0.0,49.47,0.58,0.0,1.16,185.0,0.0,11.63,30.0,5.75,6.0,1.15,0.0,0.0,2.0,0.38,0.0,0.0,0.0,0.05,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-04-30,118,0,0.0,118,13598.0,114.0,96.61,17505.0,0,0.0,15.19,0.0,0.0,0.0,477.0,0.0,3.39,4.0,0.51,1.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-04-30,947,0,28.0,947,29421.0,545.0,57.55,30287.0,12,1.28,97.49,2.88,0.0,2.96,690.0,16.0,39.49,374.0,38.5,368.0,37.88,25.0,2.57,120.0,12.35,12.0,1.24,17.0,1.76,2.0,0.18
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-30,27,0,0.0,27,2922.0,24.0,88.89,18618.0,0,0.0,17.2,0.0,0.0,0.0,112.0,0.0,11.11,3.0,1.91,1.0,0.64,0.0,0.0,1.0,0.64,0.0,0.0,0.0,0.09,0.0,0.0
60,Yukon,Yukon,2020-04-30,11,0,0.0,11,984.0,9.0,81.82,24086.0,0,0.0,26.93,0.0,0.0,0.0,11.0,1.0,18.18,2.0,4.9,3.0,7.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-30,5,0,0.0,5,1629.0,5.0,100.0,36341.0,0,0.0,11.15,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-04-30,0,0,0.0,0,396.0,0.0,,10211.0,0,0.0,0.0,0.0,0.0,,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-30,13,0,,13,76.0,,,,0,0.0,,,,,0.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1,Canada,Canada,2020-04-30,53225,11,3184.0,53236,806449.0,21424.0,40.24,21454.0,1639,3.18,141.63,8.47,188.0,5.98,26836.0,1097.0,53.78,28628.0,76.16,23144.0,61.57,1991.0,5.3,11126.0,29.6,1038.0,2.76,1589.0,4.23,148.0,0.39
59,British Columbia,Colombie-Britannique,2020-05-01,2145,0,112.0,2145,75544.0,1357.0,63.26,14896.0,33,1.56,42.3,2.21,1.0,5.22,2065.0,35.0,31.52,676.0,13.33,570.0,11.24,35.0,0.69,292.0,5.76,14.0,0.28,42.0,0.82,2.0,0.04
48,Alberta,Alberta,2020-05-01,5573,0,92.0,5573,145420.0,2359.0,42.33,33267.0,218,4.07,127.49,2.1,3.0,1.65,4360.0,198.0,56.02,3122.0,71.42,3176.0,72.66,42.0,0.96,1556.0,35.6,20.0,0.46,222.0,5.09,3.0,0.07
47,Saskatchewan,Saskatchewan,2020-05-01,415,0,6.0,415,28417.0,297.0,71.57,24196.0,26,6.68,35.34,0.51,0.0,1.45,631.0,2.0,26.99,112.0,9.54,108.0,9.2,2.0,0.17,74.0,6.3,2.0,0.17,11.0,0.9,0.0,0.02
46,Manitoba,Manitoba,2020-05-01,268,11,6.0,279,24975.0,235.0,84.23,18237.0,4,1.45,20.37,0.44,0.0,2.15,671.0,15.0,13.62,38.0,2.77,29.0,2.12,1.0,0.07,16.0,1.17,0.0,0.0,2.0,0.17,0.0,0.0
35,Ontario,Ontario,2020-05-01,16608,0,1121.0,16608,284438.0,10825.0,65.18,19527.0,421,2.6,114.01,7.7,39.0,6.75,15991.0,620.0,28.07,4662.0,32.0,7083.0,48.63,643.0,4.41,3089.0,21.21,358.0,2.46,441.0,3.03,51.0,0.35
24,Quebec,Québec,2020-05-01,28648,0,2022.0,28648,219367.0,6700.0,23.39,25854.0,1110,4.03,337.63,23.83,163.0,7.06,5320.0,401.0,69.55,19926.0,234.84,11850.0,139.66,1334.0,15.72,6032.0,71.09,682.0,8.04,862.0,10.16,97.0,1.15
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-01,259,0,3.0,259,8545.0,230.0,88.8,16384.0,1,0.39,49.66,0.58,0.0,1.16,169.0,5.0,10.04,26.0,4.99,3.0,0.58,0.0,0.0,3.0,0.58,0.0,0.0,0.0,0.08,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-05-01,118,0,0.0,118,13998.0,116.0,98.31,18019.0,0,0.0,15.19,0.0,0.0,0.0,400.0,2.0,1.69,2.0,0.26,1.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-05-01,959,0,29.0,959,30149.0,592.0,61.73,31037.0,12,1.27,98.72,2.99,1.0,3.02,728.0,47.0,35.25,338.0,34.8,353.0,36.34,25.0,2.57,109.0,11.22,13.0,1.34,16.0,1.6,2.0,0.19
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-01,27,0,0.0,27,3019.0,24.0,88.89,19236.0,0,0.0,17.2,0.0,0.0,0.0,97.0,0.0,11.11,3.0,1.91,1.0,0.64,0.0,0.0,1.0,0.64,0.0,0.0,0.0,0.09,0.0,0.0
60,Yukon,Yukon,2020-05-01,11,0,0.0,11,999.0,11.0,100.0,24453.0,0,0.0,26.93,0.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,2.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-01,5,0,0.0,5,1629.0,5.0,100.0,36341.0,0,0.0,11.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-05-01,0,0,0.0,0,421.0,0.0,,10856.0,0,0.0,0.0,0.0,0.0,,25.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-01,13,0,,13,76.0,,,,0,0.0,,,,,0.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1,Canada,Canada,2020-05-01,55050,11,3391.0,55061,836921.0,22751.0,41.32,22265.0,1825,3.43,146.48,9.02,207.0,6.16,30472.0,1327.0,52.52,28919.0,76.93,23177.0,61.66,2082.0,5.54,11173.0,29.72,1089.0,2.9,1596.0,4.25,156.0,0.41
59,British Columbia,Colombie-Britannique,2020-05-02,2171,0,114.0,2171,77904.0,1376.0,63.38,15362.0,26,1.21,42.81,2.25,2.0,5.25,2360.0,19.0,31.37,681.0,13.43,553.0,10.9,36.0,0.71,223.0,4.4,14.0,0.28,32.0,0.63,2.0,0.04
48,Alberta,Alberta,2020-05-02,5670,0,94.0,5670,148757.0,2534.0,44.69,34030.0,97,1.74,129.71,2.15,2.0,1.66,3337.0,175.0,53.65,3042.0,69.59,3108.0,71.1,43.0,0.98,1437.0,32.87,21.0,0.48,205.0,4.7,3.0,0.07
47,Saskatchewan,Saskatchewan,2020-05-02,421,0,6.0,421,28847.0,302.0,71.73,24562.0,6,1.45,35.85,0.51,0.0,1.43,430.0,5.0,26.84,113.0,9.62,108.0,9.2,2.0,0.17,72.0,6.13,2.0,0.17,10.0,0.88,0.0,0.02
46,Manitoba,Manitoba,2020-05-02,269,11,6.0,280,25736.0,236.0,84.29,18793.0,1,0.36,20.45,0.44,0.0,2.14,761.0,1.0,13.57,38.0,2.77,27.0,1.97,1.0,0.07,13.0,0.95,0.0,0.0,2.0,0.14,0.0,0.0
35,Ontario,Ontario,2020-05-02,17119,0,1176.0,17119,300210.0,11390.0,66.53,20610.0,511,3.08,117.52,8.07,55.0,6.87,15772.0,565.0,26.6,4553.0,31.26,7109.0,48.8,662.0,4.54,3124.0,21.45,365.0,2.51,446.0,3.06,52.0,0.36
24,Quebec,Québec,2020-05-02,29656,0,2136.0,29656,224831.0,6965.0,23.49,26498.0,1008,3.52,349.51,25.17,114.0,7.2,5464.0,265.0,69.31,20555.0,242.25,12135.0,143.02,1331.0,15.69,6389.0,75.3,690.0,8.13,913.0,10.76,99.0,1.16
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-02,259,0,3.0,259,8716.0,231.0,89.19,16712.0,0,0.0,49.66,0.58,0.0,1.16,171.0,1.0,9.65,25.0,4.79,2.0,0.38,0.0,0.0,2.0,0.38,0.0,0.0,0.0,0.05,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-05-02,118,0,0.0,118,14252.0,118.0,100.0,18346.0,0,0.0,15.19,0.0,0.0,0.0,254.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-05-02,963,0,31.0,963,30774.0,609.0,63.24,31680.0,4,0.42,99.14,3.19,2.0,3.22,625.0,17.0,33.54,323.0,33.25,314.0,32.32,24.0,2.47,98.0,10.09,9.0,0.93,14.0,1.44,1.0,0.13
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-02,27,0,0.0,27,3086.0,24.0,88.89,19663.0,0,0.0,17.2,0.0,0.0,0.0,67.0,0.0,11.11,3.0,1.91,1.0,0.64,0.0,0.0,1.0,0.64,0.0,0.0,0.0,0.09,0.0,0.0
60,Yukon,Yukon,2020-05-02,11,0,0.0,11,1019.0,11.0,100.0,24942.0,0,0.0,26.93,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-02,5,0,0.0,5,1682.0,5.0,100.0,37523.0,0,0.0,11.15,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
